date,total_revenue,total_cogs,total_orders,total_returns,total_sessions,total_pageviews,daily_ad_spend,daily_new_leads,gross_margin_pct,conversion_rate,cac,return_rate
2024-01-01,33560.0,19680,54,3,9792,26914,658.4357142857142,16.571428571428573,0.4135876042908224,0.0055147058823529415,39.7331896551724,0.05555555555555555
2024-01-02,38000.0,22630,48,10,9500,26037,658.4357142857142,16.571428571428573,0.4044736842105263,0.0050526315789473685,39.7331896551724,0.20833333333333334
2024-01-03,34170.0,20610,45,5,9856,26690,658.4357142857142,16.571428571428573,0.3968393327480246,0.004565746753246753,39.7331896551724,0.1111111111111111
2024-01-04,39960.0,23820,52,7,9627,26276,658.4357142857142,16.571428571428573,0.4039039039039039,0.005401475018178041,39.7331896551724,0.1346153846153846
2024-01-05,26450.0,15400,45,2,9099,25200,658.4357142857142,16.571428571428573,0.41776937618147447,0.004945598417408506,39.7331896551724,0.044444444444444446
2024-01-06,27800.0,16520,44,5,9548,26173,658.4357142857142,16.571428571428573,0.40575539568345326,0.004608294930875576,39.7331896551724,0.11363636363636363
2024-01-07,16880.0,10050,27,3,9231,25693,658.4357142857142,16.571428571428573,0.4046208530805687,0.0029249268768280793,39.7331896551724,0.1111111111111111
2024-01-08,26410.0,15520,41,3,9145,25643,351.1385714285715,12.428571428571429,0.41234380916319574,0.00448332422088573,28.252528735632186,0.07317073170731707
2024-01-09,40470.0,24260,52,1,9596,25684,351.1385714285715,12.428571428571429,0.40054361255250803,0.005418924551896623,28.252528735632186,0.019230769230769232
2024-01-10,26870.0,15860,42,3,9642,28252,351.1385714285715,12.428571428571429,0.4097506512839598,0.0043559427504667085,28.252528735632186,0.07142857142857142
2024-01-11,38830.0,23080,53,8,9601,27272,351.1385714285715,12.428571428571429,0.4056142158125161,0.005520258306426414,28.252528735632186,0.1509433962264151
2024-01-12,20240.0,12120,28,5,9459,24655,351.1385714285715,12.428571428571429,0.40118577075098816,0.0029601437784120945,28.252528735632186,0.17857142857142858
2024-01-13,30530.0,17760,54,3,9512,25741,351.1385714285715,12.428571428571429,0.4182771044873895,0.0056770395290159795,28.252528735632186,0.05555555555555555
2024-01-14,44510.0,26580,59,5,9519,26368,351.1385714285715,12.428571428571429,0.40283082453381264,0.006198130055678117,28.252528735632186,0.0847457627118644
2024-01-15,39590.0,23610,52,2,9427,24845,470.63142857142856,27.142857142857142,0.40363728214195504,0.0055160708602948975,17.339052631578948,0.038461538461538464
2024-01-16,24060.0,13920,46,5,9267,26097,470.63142857142856,27.142857142857142,0.42144638403990026,0.004963850221215064,17.339052631578948,0.10869565217391304
2024-01-17,24610.0,14650,30,2,9489,25614,470.63142857142856,27.142857142857142,0.4047135310849248,0.003161555485298767,17.339052631578948,0.06666666666666667
2024-01-18,57260.0,34490,66,3,9413,25560,470.63142857142856,27.142857142857142,0.3976597974152986,0.007011579730160416,17.339052631578948,0.045454545454545456
2024-01-19,31760.0,19060,42,2,9594,27348,470.63142857142856,27.142857142857142,0.3998740554156171,0.004377736085053158,17.339052631578948,0.047619047619047616
2024-01-20,28760.0,16880,43,4,9416,25240,470.63142857142856,27.142857142857142,0.41307371349095967,0.004566694987255735,17.339052631578948,0.09302325581395349
2024-01-21,45010.0,26750,59,1,9559,26127,470.63142857142856,27.142857142857142,0.4056876249722284,0.0061721937441154935,17.339052631578948,0.01694915254237288
2024-01-22,36200.0,21510,46,3,9620,26131,776.4428571428572,21.142857142857142,0.4058011049723757,0.004781704781704782,36.72364864864865,0.06521739130434782
2024-01-23,32390.0,19030,51,2,9529,25287,776.4428571428572,21.142857142857142,0.4124729854893486,0.005352083114702487,36.72364864864865,0.0392156862745098
2024-01-24,39690.0,23980,44,6,9473,24640,776.4428571428572,21.142857142857142,0.3958175862937768,0.004644779900770611,36.72364864864865,0.13636363636363635
2024-01-25,31000.0,18340,48,2,9573,25758,776.4428571428572,21.142857142857142,0.40838709677419355,0.005014102162331557,36.72364864864865,0.041666666666666664
2024-01-26,31970.0,18930,51,3,9589,25919,776.4428571428572,21.142857142857142,0.4078823897403816,0.005318594222546668,36.72364864864865,0.058823529411764705
2024-01-27,35790.0,21290,51,3,9355,25056,776.4428571428572,21.142857142857142,0.40514110086616373,0.005451630144307857,36.72364864864865,0.058823529411764705
2024-01-28,34860.0,20830,47,2,9420,25564,776.4428571428572,21.142857142857142,0.4024670109007458,0.004989384288747346,36.72364864864865,0.0425531914893617
2024-01-29,52230.0,31470,66,6,9261,25492,419.53999999999996,15.857142857142858,0.3974727168294084,0.007126660187884677,26.457477477477475,0.09090909090909091
2024-01-30,30710.0,18020,48,2,9635,26841,419.53999999999996,15.857142857142858,0.41322044936502766,0.004981837052413078,26.457477477477475,0.041666666666666664
2024-01-31,28790.0,17150,43,4,9953,28026,419.53999999999996,15.857142857142858,0.40430705105939563,0.0043203054355470715,26.457477477477475,0.09302325581395349
2024-02-01,26580.0,15860,35,1,9462,24737,419.53999999999996,15.857142857142858,0.4033107599699022,0.003699006552525893,26.457477477477475,0.02857142857142857
2024-02-02,25080.0,14990,35,7,9813,27869,419.53999999999996,15.857142857142858,0.40231259968102073,0.003566697238357281,26.457477477477475,0.2
2024-02-03,38310.0,23000,51,5,9384,24582,419.53999999999996,15.857142857142858,0.39963456016705823,0.005434782608695652,26.457477477477475,0.09803921568627451
2024-02-04,36970.0,22020,47,3,9344,24681,419.53999999999996,15.857142857142858,0.4043819312956451,0.005029965753424658,26.457477477477475,0.06382978723404255
2024-02-05,35220.0,21080,46,2,9347,25707,513.3614285714286,35.142857142857146,0.40147643384440657,0.004921365143896438,14.607845528455284,0.043478260869565216
2024-02-06,22390.0,13260,38,1,9470,25568,513.3614285714286,35.142857142857146,0.40777132648503794,0.004012671594508976,14.607845528455284,0.02631578947368421
2024-02-07,43370.0,26220,50,3,9390,25142,513.3614285714286,35.142857142857146,0.39543463223426334,0.005324813631522897,14.607845528455284,0.06
2024-02-08,36690.0,22120,49,3,9742,26235,513.3614285714286,35.142857142857146,0.3971109294085582,0.005029768014781359,14.607845528455284,0.061224489795918366
2024-02-09,44700.0,26450,62,6,9311,26929,513.3614285714286,35.142857142857146,0.4082774049217002,0.006658790677693051,14.607845528455284,0.0967741935483871
2024-02-10,16510.0,9470,34,2,9647,26849,513.3614285714286,35.142857142857146,0.42640823743185946,0.0035244117342178916,14.607845528455284,0.058823529411764705
2024-02-11,52090.0,31060,78,7,9691,26102,513.3614285714286,35.142857142857146,0.40372432328661934,0.008048704984005778,14.607845528455284,0.08974358974358974
2024-02-12,52880.0,31260,77,2,9281,24731,651.2028571428572,21.857142857142858,0.4088502269288956,0.008296519771576338,29.793594771241832,0.025974025974025976
